usage_month,billing_account_id,project.number,project.id,service.id,service.description,location.location,location.region,carbon_footprint_kgCO2e,carbon_model_version
01/04/2021,19C531-B6OB56-1637BA,101276572887,,CCD8-9BF1-090E,Kubernetes Engine,europe-west1-b,europe-west1,0.7245489901,4
01/05/2021,19C531-B6OB56-1637BA,101276572887,,CCD8-9BF1-090E,Kubernetes Engine,europe-west1-b,europe-west1,2.971317774,4
01/08/2021,19C531-B6OB56-1637BA,101276572887,,CCD8-9BF1-090E,Kubernetes Engine,europe-west1-d,europe-west1,0.07529331663,4
01/06/2021,19C531-B6OB56-1637BA,101276572899,,CCD8-9BF1-090E,Kubernetes Engine,europe-west3-a,europe-west3,0.6595791144,4
01/02/2021,19C531-B6OB56-1637BA,101276572899,,CCD8-9BF1-090E,Kubernetes Engine,europe-west3-a,europe-west3,0.02664391568,4
01/03/2022,19C531-B6OB56-1637BA,101276572885,user1-505,CCD8-9BF1-090E,Kubernetes Engine,europe-west3-a,europe-west3,0.0003219766281,4
01/01/2022,19C531-B6OB56-1637BA,101276572895,user4,CCD8-9BF1-090E,Kubernetes Engine,europe-west3-b,europe-west3,0.01752588159,4
01/10/2021,19C531-B6OB56-1637BA,101276572887,,CCD8-9BF1-090E,Kubernetes Engine,europe-west3-b,europe-west3,0.6479953465,4
01/11/2021,19C531-B6OB56-1637BA,101276572887,,CCD8-9BF1-090E,Kubernetes Engine,europe-west3-b,europe-west3,0.8423890973,4
01/01/2022,19C531-B6OB56-1637BA,101276572893,user5,CCD8-9BF1-090E,Kubernetes Engine,europe-west3-b,europe-west3,0.281793443,4
01/04/2021,19C531-B6OB56-1637BA,101276572899,,CCD8-9BF1-090E,Kubernetes Engine,europe-west4-a,europe-west4,0.05680832785,4
01/01/2021,19C531-B6OB56-1637BA,101276572899,,CCD8-9BF1-090E,Kubernetes Engine,europe-west4-b,europe-west4,0.006604090736,4
01/11/2021,19C531-B6OB56-1637BA,101276572887,,CCD8-9BF1-090E,Kubernetes Engine,europe-central2-a,europe-central2,0.9765694789,4
01/04/2021,19C531-B6OB56-1637BA,101276572887,,CCD8-9BF1-090E,Kubernetes Engine,europe-central2-b,europe-central2,0.1264778662,4
01/04/2021,19C531-B6OB56-1637BA,101276572899,,CCD8-9BF1-090E,Kubernetes Engine,europe-central2-c,europe-central2,0.07351746104,4
01/04/2021,19C531-B6OB56-1637BA,101276572887,,CCD8-9BF1-090E,Kubernetes Engine,europe-central2-c,europe-central2,0.6004086573,4
01/04/2021,19C531-B6OB56-1637BA,101276572887,,5490-F7B7-8DF6,Stackdriver Logging,us,,0.000135436697,4
01/05/2021,19C531-B6OB56-1637BA,101276572887,,5490-F7B7-8DF6,Stackdriver Logging,us,,0.0002511938539,4
01/06/2021,19C531-B6OB56-1637BA,101276572899,,5490-F7B7-8DF6,Stackdriver Logging,us,,0.00005007054685,4
01/02/2021,19C531-B6OB56-1637BA,101276572887,,5490-F7B7-8DF6,Stackdriver Logging,us,,0.0003328683855,4
01/04/2021,19C531-B6OB56-1637BA,101276572899,,5490-F7B7-8DF6,Stackdriver Logging,us,,0.000008237791777,4
01/01/2021,19C531-B6OB56-1637BA,101276572899,,5490-F7B7-8DF6,Stackdriver Logging,us,,0.000003353592444,4
01/06/2021,19C531-B6OB56-1637BA,101276572887,,5490-F7B7-8DF6,Stackdriver Logging,us,,0.00000003045015372,4
01/05/2021,19C531-B6OB56-1637BA,101276572899,,5490-F7B7-8DF6,Stackdriver Logging,us,,0.000000002746494363,4
01/03/2021,19C531-B6OB56-1637BA,101276572887,,5490-F7B7-8DF6,Stackdriver Logging,us,,0.000008551487443,4
01/02/2021,19C531-B6OB56-1637BA,101276572899,,5490-F7B7-8DF6,Stackdriver Logging,us,,0.00003639021688,4
01/01/2021,19C531-B6OB56-1637BA,101276572887,,5490-F7B7-8DF6,Stackdriver Logging,us,,0.0001756692627,4
01/02/2021,19C531-B6OB56-1637BA,101276572899,,58CD-E7C3-72CA,Stackdriver Monitoring,europe-west3,europe-west3,0.007355603406,4
01/12/2021,19C531-B6OB56-1637BA,101276572890,user2-668,EE2F-D110-890C,Cloud Key Management Service (KMS),us-east1,us-east1,0.002127328106,4
01/02/2022,19C531-B6OB56-1637BA,101276572890,user2-668,EE2F-D110-890C,Cloud Key Management Service (KMS),us-east1,us-east1,0.01372851968,4
01/01/2022,19C531-B6OB56-1637BA,101276572890,user2-668,EE2F-D110-890C,Cloud Key Management Service (KMS),us-east1,us-east1,0.008041292708,4
01/03/2022,19C531-B6OB56-1637BA,101276572890,user2-668,EE2F-D110-890C,Cloud Key Management Service (KMS),us-east1,us-east1,0.01911175601,4
01/04/2022,19C531-B6OB56-1637BA,101276572890,user2-668,EE2F-D110-890C,Cloud Key Management Service (KMS),us-east1,us-east1,0.01429871058,4
01/01/2022,19C531-B6OB56-1637BA,101276572890,user2-668,EE2F-D110-890C,Cloud Key Management Service (KMS),us-west1,us-west1,0.001004537455,4
01/12/2021,19C531-B6OB56-1637BA,101276572890,user2-668,EE2F-D110-890C,Cloud Key Management Service (KMS),us-west1,us-west1,0.0002956035384,4
01/03/2022,19C531-B6OB56-1637BA,101276572890,user2-668,EE2F-D110-890C,Cloud Key Management Service (KMS),us-west1,us-west1,0.003917739221,4
01/04/2022,19C531-B6OB56-1637BA,101276572890,user2-668,EE2F-D110-890C,Cloud Key Management Service (KMS),us-west1,us-west1,0.001788486292,4
01/02/2022,19C531-B6OB56-1637BA,101276572890,user2-668,EE2F-D110-890C,Cloud Key Management Service (KMS),us-west1,us-west1,0.001748123438,4
01/04/2022,19C531-B6OB56-1637BA,101276572890,user2-668,EE2F-D110-890C,Cloud Key Management Service (KMS),asia-east1,asia-east1,0.02852169371,4
01/01/2022,19C531-B6OB56-1637BA,101276572890,user2-668,EE2F-D110-890C,Cloud Key Management Service (KMS),asia-east1,asia-east1,0.01446602624,4
01/03/2022,19C531-B6OB56-1637BA,101276572890,user2-668,EE2F-D110-890C,Cloud Key Management Service (KMS),asia-east1,asia-east1,0.04367187469,4
01/12/2021,19C531-B6OB56-1637BA,101276572890,user2-668,EE2F-D110-890C,Cloud Key Management Service (KMS),asia-east1,asia-east1,0.0045381378,4
01/02/2022,19C531-B6OB56-1637BA,101276572890,user2-668,EE2F-D110-890C,Cloud Key Management Service (KMS),asia-east1,asia-east1,0.02608354993,4
01/02/2022,19C531-B6OB56-1637BA,101276572890,user2-668,EE2F-D110-890C,Cloud Key Management Service (KMS),us-central1,us-central1,0.02209419884,4
01/04/2022,19C531-B6OB56-1637BA,101276572890,user2-668,EE2F-D110-890C,Cloud Key Management Service (KMS),us-central1,us-central1,0.01982703996,4
01/12/2021,19C531-B6OB56-1637BA,101276572890,user2-668,EE2F-D110-890C,Cloud Key Management Service (KMS),us-central1,us-central1,0.003669808516,4
01/01/2022,19C531-B6OB56-1637BA,101276572890,user2-668,EE2F-D110-890C,Cloud Key Management Service (KMS),us-central1,us-central1,0.01275047832,4
01/03/2022,19C531-B6OB56-1637BA,101276572890,user2-668,EE2F-D110-890C,Cloud Key Management Service (KMS),us-central1,us-central1,0.03208268674,4
01/02/2022,19C531-B6OB56-1637BA,101276572890,user2-668,EE2F-D110-890C,Cloud Key Management Service (KMS),us-central2,us-central2,0.01755955074,4
01/03/2022,19C531-B6OB56-1637BA,101276572890,user2-668,EE2F-D110-890C,Cloud Key Management Service (KMS),us-central2,us-central2,0.02635645628,4
01/12/2021,19C531-B6OB56-1637BA,101276572890,user2-668,EE2F-D110-890C,Cloud Key Management Service (KMS),us-central2,us-central2,0.002849335558,4
01/01/2022,19C531-B6OB56-1637BA,101276572890,user2-668,EE2F-D110-890C,Cloud Key Management Service (KMS),us-central2,us-central2,0.01092684112,4
01/04/2022,19C531-B6OB56-1637BA,101276572890,user2-668,EE2F-D110-890C,Cloud Key Management Service (KMS),us-central2,us-central2,0.01352751033,4
01/12/2021,19C531-B6OB56-1637BA,101276572890,user2-668,EE2F-D110-890C,Cloud Key Management Service (KMS),europe-west1,europe-west1,0.001115963531,4
01/01/2022,19C531-B6OB56-1637BA,101276572890,user2-668,EE2F-D110-890C,Cloud Key Management Service (KMS),europe-west1,europe-west1,0.004950300823,4
01/02/2022,19C531-B6OB56-1637BA,101276572890,user2-668,EE2F-D110-890C,Cloud Key Management Service (KMS),europe-west1,europe-west1,0.006019476544,4
01/04/2022,19C531-B6OB56-1637BA,101276572890,user2-668,EE2F-D110-890C,Cloud Key Management Service (KMS),europe-west1,europe-west1,0.005764670011,4
01/03/2022,19C531-B6OB56-1637BA,101276572890,user2-668,EE2F-D110-890C,Cloud Key Management Service (KMS),europe-west1,europe-west1,0.01349228675,4
